order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FMY529503601,27-05-2022,789503,25891601,101,29-05-2022,30-05-2022,101,1,0,0
FMY530503601,27-05-2022,789503,25891601,112,30-05-2022,31-05-2022,112,1,0,0
FMY530321601,27-05-2022,789321,25891601,91,30-05-2022,30-05-2022,91,1,1,1
FMY530401601,27-05-2022,789401,25891601,101,30-05-2022,30-05-2022,101,1,1,1
FMY529401603,27-05-2022,789401,25891402,340,29-05-2022,29-05-2022,340,1,1,1
FMY530703402,27-05-2022,789703,25891402,204,30-05-2022,30-05-2022,204,1,1,1
FMY530601502,27-05-2022,789601,25891402,466,30-05-2022,30-05-2022,466,1,1,1
FMY530503402,27-05-2022,789503,25891402,400,30-05-2022,30-05-2022,400,1,1,1
FMY529403402,27-05-2022,789403,25891402,447,29-05-2022,31-05-2022,447,1,0,0
FMY529903402,27-05-2022,789903,25891402,271,29-05-2022,29-05-2022,271,1,1,1
FMY528522402,27-05-2022,789522,25891402,440,28-05-2022,30-05-2022,440,1,0,0
FMY528121402,27-05-2022,789121,25891402,348,28-05-2022,29-05-2022,348,1,0,0
FMY528102402,27-05-2022,789102,25891402,424,28-05-2022,28-05-2022,424,1,1,1
FMY528202502,27-05-2022,789202,25891402,321,28-05-2022,28-05-2022,321,1,1,1
FMY530122201,27-05-2022,789122,25891201,488,30-05-2022,01-06-2022,390,0,0,0
FMY528320202,27-05-2022,789320,25891201,239,28-05-2022,28-05-2022,239,1,1,1
FMY530320201,27-05-2022,789320,25891201,493,30-05-2022,31-05-2022,493,1,0,0
FMY528402503,27-05-2022,789402,25891201,164,28-05-2022,28-05-2022,164,1,1,1
FMY528102402,27-05-2022,789102,25891201,254,28-05-2022,28-05-2022,254,1,1,1
FMY530102603,27-05-2022,789102,25891201,151,30-05-2022,30-05-2022,151,1,1,1
FMY529103501,27-05-2022,789103,25891201,371,29-05-2022,29-05-2022,352,0,1,0
FMY528503502,27-05-2022,789503,25891201,305,28-05-2022,28-05-2022,275,0,1,0
FMY529903402,27-05-2022,789903,25891201,337,29-05-2022,29-05-2022,337,1,1,1
FMY529201603,27-05-2022,789201,25891201,404,29-05-2022,29-05-2022,364,0,1,0
FMY529203201,27-05-2022,789203,25891201,149,29-05-2022,29-05-2022,149,1,1,1
FMY529321501,27-05-2022,789321,25891501,138,29-05-2022,29-05-2022,110,0,1,0
FMY528201501,27-05-2022,789201,25891501,230,28-05-2022,29-05-2022,230,1,0,0
FMY529201603,27-05-2022,789201,25891501,188,29-05-2022,29-05-2022,188,1,1,1
FMY528420501,27-05-2022,789420,25891501,203,28-05-2022,28-05-2022,203,1,1,1
FMY528403501,27-05-2022,789403,25891501,211,28-05-2022,28-05-2022,211,1,1,1
FMY528621501,27-05-2022,789621,25891501,106,28-05-2022,28-05-2022,106,1,1,1
FMY529103501,27-05-2022,789103,25891501,240,29-05-2022,29-05-2022,192,0,1,0
FMY530303501,27-05-2022,789303,25891501,162,30-05-2022,30-05-2022,162,1,1,1
FMY530102603,27-05-2022,789102,25891501,125,30-05-2022,30-05-2022,125,1,1,1
FMY528521501,27-05-2022,789521,25891501,218,28-05-2022,28-05-2022,218,1,1,1
FMY528421602,27-05-2022,789421,25891501,237,28-05-2022,29-05-2022,190,0,0,0
FMY528720501,27-05-2022,789720,25891501,213,28-05-2022,28-05-2022,213,1,1,1
FMY529720501,27-05-2022,789720,25891501,137,29-05-2022,30-05-2022,137,1,0,0
FMY528622501,27-05-2022,789622,25891501,220,28-05-2022,27-05-2022,220,1,1,1
FMY529102602,27-05-2022,789102,25891602,128,29-05-2022,31-05-2022,128,1,0,0
FMY528521602,27-05-2022,789521,25891602,111,28-05-2022,29-05-2022,111,1,0,0
FMY529703602,27-05-2022,789703,25891602,117,29-05-2022,29-05-2022,117,1,1,1
FMY529321602,27-05-2022,789321,25891602,92,29-05-2022,28-05-2022,83,0,1,0
FMY528220602,27-05-2022,789220,25891602,65,28-05-2022,27-05-2022,65,1,1,1
FMY528421602,27-05-2022,789421,25891602,152,28-05-2022,29-05-2022,152,1,0,0
FMY529421602,27-05-2022,789421,25891602,81,29-05-2022,31-05-2022,77,0,0,0
FMY530421602,27-05-2022,789421,25891602,157,30-05-2022,01-06-2022,149,0,0,0
FMY530122602,27-05-2022,789122,25891602,149,30-05-2022,29-05-2022,134,0,1,0
FMY529422602,27-05-2022,789422,25891602,171,29-05-2022,31-05-2022,171,1,0,0
FMY530422602,27-05-2022,789422,25891602,83,30-05-2022,31-05-2022,83,1,0,0
FMY529501403,27-05-2022,789501,25891101,311,29-05-2022,29-05-2022,311,1,1,1
FMY530703402,27-05-2022,789703,25891101,479,30-05-2022,30-05-2022,479,1,1,1
FMY530321601,27-05-2022,789321,25891101,388,30-05-2022,30-05-2022,310,0,1,0
FMY528121603,27-05-2022,789121,25891101,469,28-05-2022,28-05-2022,469,1,1,1
FMY529903402,27-05-2022,789903,25891101,469,29-05-2022,29-05-2022,469,1,1,1
FMY530903202,27-05-2022,789903,25891101,357,30-05-2022,30-05-2022,321,0,1,0
FMY529702101,27-05-2022,789702,25891101,480,29-05-2022,29-05-2022,480,1,1,1
FMY528221303,27-05-2022,789221,25891101,444,28-05-2022,28-05-2022,444,1,1,1
FMY529221401,27-05-2022,789221,25891101,301,29-05-2022,28-05-2022,301,1,1,1
FMY529122401,27-05-2022,789122,25891101,456,29-05-2022,30-05-2022,433,0,0,0
FMY528621501,27-05-2022,789621,25891101,361,28-05-2022,28-05-2022,361,1,1,1
FMY530621103,27-05-2022,789621,25891101,390,30-05-2022,30-05-2022,390,1,1,1
FMY528403101,27-05-2022,789403,25891101,467,28-05-2022,29-05-2022,467,1,0,0
FMY528401302,27-05-2022,789401,25891101,416,28-05-2022,28-05-2022,416,1,1,1
FMY529401101,27-05-2022,789401,25891101,318,29-05-2022,30-05-2022,318,1,0,0
FMY529503601,27-05-2022,789503,25891101,474,29-05-2022,30-05-2022,474,1,0,0
FMY528301101,27-05-2022,789301,25891101,441,28-05-2022,30-05-2022,441,1,0,0
FMY528420503,27-05-2022,789420,25891101,499,28-05-2022,29-05-2022,499,1,0,0
FMY529420101,27-05-2022,789420,25891101,333,29-05-2022,28-05-2022,266,0,1,0
FMY529622101,27-05-2022,789622,25891101,419,29-05-2022,30-05-2022,419,1,0,0
FMY530520503,27-05-2022,789520,25891101,345,30-05-2022,30-05-2022,311,0,1,0
FMY528402101,27-05-2022,789402,25891101,458,28-05-2022,29-05-2022,458,1,0,0
FMY530402603,27-05-2022,789402,25891101,351,30-05-2022,30-05-2022,333,0,1,0
FMY529603401,27-05-2022,789603,25891401,305,29-05-2022,30-05-2022,305,1,0,0
FMY528902601,27-05-2022,789902,25891401,423,28-05-2022,28-05-2022,423,1,1,1
FMY529902503,27-05-2022,789902,25891401,230,29-05-2022,29-05-2022,230,1,1,1
FMY529402601,27-05-2022,789402,25891401,492,29-05-2022,29-05-2022,492,1,1,1
FMY528102401,27-05-2022,789102,25891401,227,28-05-2022,27-05-2022,227,1,1,1
FMY530102603,27-05-2022,789102,25891401,325,30-05-2022,30-05-2022,325,1,1,1
FMY530503402,27-05-2022,789503,25891401,272,30-05-2022,30-05-2022,272,1,1,1
FMY530203401,27-05-2022,789203,25891401,497,30-05-2022,30-05-2022,497,1,1,1
FMY528301401,27-05-2022,789301,25891401,291,28-05-2022,28-05-2022,291,1,1,1
FMY528721503,27-05-2022,789721,25891401,202,28-05-2022,28-05-2022,202,1,1,1
FMY528422401,27-05-2022,789422,25891401,274,28-05-2022,27-05-2022,219,0,1,0
FMY529122401,27-05-2022,789122,25891401,355,29-05-2022,30-05-2022,355,1,0,0
FMY530401401,27-05-2022,789401,25891401,301,30-05-2022,02-06-2022,301,1,0,0
FMY528720501,27-05-2022,789720,25891401,341,28-05-2022,28-05-2022,307,0,1,0
FMY528103401,27-05-2022,789103,25891401,497,28-05-2022,29-05-2022,497,1,0,0
FMY528101403,27-05-2022,789101,25891401,474,28-05-2022,29-05-2022,474,1,0,0
FMY529221401,27-05-2022,789221,25891401,358,29-05-2022,28-05-2022,358,1,1,1
FMY529520603,27-05-2022,789520,25891603,106,29-05-2022,29-05-2022,101,0,1,0
FMY530102603,27-05-2022,789102,25891603,153,30-05-2022,30-05-2022,153,1,1,1
FMY528220603,27-05-2022,789220,25891603,57,28-05-2022,28-05-2022,54,0,1,0
FMY530603603,27-05-2022,789603,25891603,157,30-05-2022,30-05-2022,157,1,1,1
FMY530720603,27-05-2022,789720,25891603,102,30-05-2022,02-06-2022,102,1,0,0
FMY529401603,27-05-2022,789401,25891603,173,29-05-2022,29-05-2022,156,0,1,0
FMY530403603,27-05-2022,789403,25891603,127,30-05-2022,30-05-2022,127,1,1,1
FMY528121603,27-05-2022,789121,25891603,58,28-05-2022,28-05-2022,52,0,1,0
FMY530402603,27-05-2022,789402,25891603,97,30-05-2022,30-05-2022,97,1,1,1
FMY528703603,27-05-2022,789703,25891603,123,28-05-2022,28-05-2022,123,1,1,1
FMY529203603,27-05-2022,789203,25891603,168,29-05-2022,01-06-2022,168,1,0,0
FMY529202603,27-05-2022,789202,25891603,166,29-05-2022,28-05-2022,166,1,1,1
FMY529201603,27-05-2022,789201,25891603,184,29-05-2022,29-05-2022,184,1,1,1
FMY529721603,27-05-2022,789721,25891603,173,29-05-2022,29-05-2022,156,0,1,0
FMY529102202,27-05-2022,789102,25891202,300,29-05-2022,29-05-2022,300,1,1,1
FMY528501202,27-05-2022,789501,25891202,437,28-05-2022,28-05-2022,437,1,1,1
FMY529402601,27-05-2022,789402,25891202,246,29-05-2022,29-05-2022,246,1,1,1
FMY528622202,27-05-2022,789622,25891202,493,28-05-2022,29-05-2022,493,1,0,0
FMY529902503,27-05-2022,789902,25891202,331,29-05-2022,29-05-2022,298,0,1,0
FMY528320202,27-05-2022,789320,25891202,494,28-05-2022,28-05-2022,445,0,1,0
FMY528420503,27-05-2022,789420,25891202,220,28-05-2022,29-05-2022,198,0,0,0
FMY529420202,27-05-2022,789420,25891202,138,29-05-2022,29-05-2022,138,1,1,1
FMY530903202,27-05-2022,789903,25891202,278,30-05-2022,30-05-2022,222,0,1,0
FMY528403202,27-05-2022,789403,25891202,373,28-05-2022,27-05-2022,298,0,1,0
FMY529403303,27-05-2022,789403,25891202,107,29-05-2022,29-05-2022,107,1,1,1
FMY528301401,27-05-2022,789301,25891202,366,28-05-2022,28-05-2022,366,1,1,1
FMY528703603,27-05-2022,789703,25891202,498,28-05-2022,28-05-2022,498,1,1,1
FMY530103202,27-05-2022,789103,25891202,311,30-05-2022,30-05-2022,280,0,1,0
FMY528721503,27-05-2022,789721,25891202,159,28-05-2022,28-05-2022,151,0,1,0
FMY528101503,27-05-2022,789101,25891202,163,28-05-2022,28-05-2022,163,1,1,1
FMY530401601,27-05-2022,789401,25891202,480,30-05-2022,30-05-2022,480,1,1,1
FMY528601202,27-05-2022,789601,25891202,373,28-05-2022,28-05-2022,336,0,1,0
FMY529520202,27-05-2022,789520,25891202,330,29-05-2022,28-05-2022,330,1,1,1
FMY528202502,27-05-2022,789202,25891202,443,28-05-2022,28-05-2022,443,1,1,1
FMY529202202,27-05-2022,789202,25891202,262,29-05-2022,30-05-2022,262,1,0,0
FMY528203202,27-05-2022,789203,25891202,292,28-05-2022,28-05-2022,292,1,1,1
FMY529522202,27-05-2022,789522,25891202,285,29-05-2022,31-05-2022,285,1,0,0
FMY530203401,27-05-2022,789203,25891303,53,30-05-2022,30-05-2022,53,1,1,1
FMY530422602,27-05-2022,789422,25891303,87,30-05-2022,31-05-2022,87,1,0,0
FMY530603303,27-05-2022,789603,25891303,22,30-05-2022,01-06-2022,21,0,0,0
FMY529201603,27-05-2022,789201,25891303,68,29-05-2022,29-05-2022,68,1,1,1
FMY528522402,27-05-2022,789522,25891303,51,28-05-2022,30-05-2022,51,1,0,0
FMY530102303,27-05-2022,789102,25891303,73,30-05-2022,01-06-2022,73,1,0,0
FMY528303303,27-05-2022,789303,25891303,85,28-05-2022,28-05-2022,85,1,1,1
FMY529720303,27-05-2022,789720,25891303,54,29-05-2022,29-05-2022,54,1,1,1
FMY529622502,27-05-2022,789622,25891303,58,29-05-2022,29-05-2022,58,1,1,1
FMY530320303,27-05-2022,789320,25891303,96,30-05-2022,30-05-2022,96,1,1,1
FMY528221303,27-05-2022,789221,25891303,44,28-05-2022,28-05-2022,44,1,1,1
FMY529221303,27-05-2022,789221,25891303,89,29-05-2022,29-05-2022,89,1,1,1
FMY528202502,27-05-2022,789202,25891303,20,28-05-2022,28-05-2022,20,1,1,1
FMY528503502,27-05-2022,789503,25891303,82,28-05-2022,28-05-2022,82,1,1,1
FMY529403303,27-05-2022,789403,25891303,59,29-05-2022,29-05-2022,59,1,1,1
FMY529121303,27-05-2022,789121,25891303,48,29-05-2022,31-05-2022,48,1,0,0
FMY528402503,27-05-2022,789402,25891303,96,28-05-2022,28-05-2022,91,0,1,0
FMY530402603,27-05-2022,789402,25891303,76,30-05-2022,30-05-2022,76,1,1,1
FMY530521303,27-05-2022,789521,25891303,60,30-05-2022,29-05-2022,60,1,1,1
FMY530420201,28-05-2022,789420,25891201,242,30-05-2022,01-06-2022,218,0,0,0
FMY529603302,28-05-2022,789603,25891203,423,29-05-2022,31-05-2022,423,1,0,0
FMY530101502,28-05-2022,789101,25891203,232,30-05-2022,30-05-2022,232,1,1,1
FMY530220601,28-05-2022,789220,25891203,383,30-05-2022,30-05-2022,383,1,1,1
FMY529522203,28-05-2022,789522,25891203,299,29-05-2022,29-05-2022,299,1,1,1
FMY529202203,28-05-2022,789202,25891203,339,29-05-2022,28-05-2022,305,0,1,0
FMY531202203,28-05-2022,789202,25891203,315,31-05-2022,30-05-2022,315,1,1,1
FMY529503203,28-05-2022,789503,25891203,300,29-05-2022,30-05-2022,300,1,0,0
FMY529303603,28-05-2022,789303,25891203,347,29-05-2022,29-05-2022,330,0,1,0
FMY530303601,28-05-2022,789303,25891203,233,30-05-2022,30-05-2022,233,1,1,1
FMY530121203,28-05-2022,789121,25891203,448,30-05-2022,31-05-2022,448,1,0,0
FMY531501602,28-05-2022,789501,25891203,102,31-05-2022,31-05-2022,102,1,1,1
FMY529603302,28-05-2022,789603,25891302,66,29-05-2022,31-05-2022,66,1,0,0
FMY531501302,28-05-2022,789501,25891302,93,31-05-2022,30-05-2022,84,0,1,0
FMY531221302,28-05-2022,789221,25891302,20,31-05-2022,31-05-2022,20,1,1,1
FMY530421302,28-05-2022,789421,25891302,63,30-05-2022,02-06-2022,60,0,0,0
FMY531421303,28-05-2022,789421,25891302,90,31-05-2022,01-06-2022,90,1,0,0
FMY530403501,28-05-2022,789403,25891302,26,30-05-2022,30-05-2022,26,1,1,1
FMY530201603,28-05-2022,789201,25891302,63,30-05-2022,30-05-2022,57,0,1,0
FMY530902501,28-05-2022,789902,25891302,81,30-05-2022,30-05-2022,81,1,1,1
FMY530103603,28-05-2022,789103,25891302,47,30-05-2022,30-05-2022,45,0,1,0
FMY529401302,28-05-2022,789401,25891302,29,29-05-2022,30-05-2022,23,0,0,0
FMY529601503,28-05-2022,789601,25891302,55,29-05-2022,29-05-2022,52,0,1,0
FMY531522302,28-05-2022,789522,25891302,68,31-05-2022,03-06-2022,68,1,0,0
FMY530320502,28-05-2022,789320,25891301,99,30-05-2022,30-05-2022,99,1,1,1
FMY529122301,28-05-2022,789122,25891301,67,29-05-2022,28-05-2022,67,1,1,1
FMY531103403,28-05-2022,789103,25891301,81,31-05-2022,31-05-2022,81,1,1,1
FMY529121301,28-05-2022,789121,25891301,53,29-05-2022,30-05-2022,53,1,0,0
FMY530501601,28-05-2022,789501,25891301,89,30-05-2022,30-05-2022,80,0,1,0
FMY530221301,28-05-2022,789221,25891301,88,30-05-2022,30-05-2022,88,1,1,1
FMY531221302,28-05-2022,789221,25891301,58,31-05-2022,31-05-2022,58,1,1,1
FMY529622503,28-05-2022,789622,25891301,55,29-05-2022,29-05-2022,44,0,1,0
FMY529902301,28-05-2022,789902,25891301,44,29-05-2022,31-05-2022,44,1,0,0
FMY530902501,28-05-2022,789902,25891301,89,30-05-2022,30-05-2022,89,1,1,1
FMY529401302,28-05-2022,789401,25891301,54,29-05-2022,30-05-2022,54,1,0,0
FMY529303603,28-05-2022,789303,25891102,393,29-05-2022,29-05-2022,393,1,1,1
FMY531403403,28-05-2022,789403,25891102,311,31-05-2022,31-05-2022,280,0,1,0
FMY531601102,28-05-2022,789601,25891102,414,31-05-2022,31-05-2022,414,1,1,1
FMY530422102,28-05-2022,789422,25891102,414,30-05-2022,01-06-2022,414,1,0,0
FMY531902601,28-05-2022,789902,25891102,432,31-05-2022,31-05-2022,432,1,1,1
FMY529202102,28-05-2022,789202,25891102,492,29-05-2022,29-05-2022,492,1,1,1
FMY530103102,28-05-2022,789103,25891102,317,30-05-2022,29-05-2022,301,0,1,0
FMY530421102,28-05-2022,789421,25891102,301,30-05-2022,31-05-2022,271,0,0,0
FMY531421102,28-05-2022,789421,25891102,307,31-05-2022,02-06-2022,292,0,0,0
FMY530320502,28-05-2022,789320,25891102,428,30-05-2022,30-05-2022,428,1,1,1
FMY530101502,28-05-2022,789101,25891102,442,30-05-2022,30-05-2022,442,1,1,1
FMY529201502,28-05-2022,789201,25891102,371,29-05-2022,29-05-2022,371,1,1,1
FMY530102601,28-05-2022,789102,25891102,458,30-05-2022,30-05-2022,435,0,1,0
FMY531622502,28-05-2022,789622,25891502,190,31-05-2022,31-05-2022,190,1,1,1
FMY531420502,28-05-2022,789420,25891502,100,31-05-2022,31-05-2022,100,1,1,1
FMY530320502,28-05-2022,789320,25891502,179,30-05-2022,30-05-2022,161,0,1,0
FMY529201502,28-05-2022,789201,25891502,237,29-05-2022,29-05-2022,237,1,1,1
FMY529301502,28-05-2022,789301,25891502,158,29-05-2022,30-05-2022,158,1,0,0
FMY531301502,28-05-2022,789301,25891502,244,31-05-2022,31-05-2022,244,1,1,1
FMY530202502,28-05-2022,789202,25891502,229,30-05-2022,30-05-2022,229,1,1,1
FMY529621502,28-05-2022,789621,25891502,218,29-05-2022,29-05-2022,218,1,1,1
FMY531621601,28-05-2022,789621,25891502,164,31-05-2022,31-05-2022,164,1,1,1
FMY531603502,28-05-2022,789603,25891502,151,31-05-2022,31-05-2022,151,1,1,1
FMY531902502,28-05-2022,789902,25891502,113,31-05-2022,03-06-2022,102,0,0,0
FMY530101502,28-05-2022,789101,25891502,212,30-05-2022,30-05-2022,212,1,1,1
FMY531101502,28-05-2022,789101,25891502,227,31-05-2022,31-05-2022,227,1,1,1
FMY530401603,28-05-2022,789401,25891502,163,30-05-2022,30-05-2022,163,1,1,1
FMY530303502,28-05-2022,789303,25891502,247,30-05-2022,29-05-2022,247,1,1,1
FMY531601502,28-05-2022,789601,25891502,116,31-05-2022,30-05-2022,116,1,1,1
FMY529522502,28-05-2022,789522,25891502,193,29-05-2022,31-05-2022,183,0,0,0
FMY531522502,28-05-2022,789522,25891502,190,31-05-2022,02-06-2022,190,1,0,0
FMY530621603,28-05-2022,789621,25891403,362,30-05-2022,30-05-2022,362,1,1,1
FMY531403403,28-05-2022,789403,25891403,238,31-05-2022,31-05-2022,214,0,1,0
FMY529402403,28-05-2022,789402,25891403,432,29-05-2022,29-05-2022,432,1,1,1
FMY530402503,28-05-2022,789402,25891403,356,30-05-2022,30-05-2022,356,1,1,1
FMY529203403,28-05-2022,789203,25891403,324,29-05-2022,29-05-2022,324,1,1,1
FMY530321503,28-05-2022,789321,25891403,269,30-05-2022,30-05-2022,256,0,1,0
FMY531422403,28-05-2022,789422,25891403,434,31-05-2022,02-06-2022,434,1,0,0
FMY530501403,28-05-2022,789501,25891403,462,30-05-2022,29-05-2022,462,1,1,1
FMY531420403,28-05-2022,789420,25891403,292,31-05-2022,02-06-2022,292,1,0,0
FMY531721403,28-05-2022,789721,25891403,270,31-05-2022,31-05-2022,270,1,1,1
FMY529703403,28-05-2022,789703,25891403,429,29-05-2022,29-05-2022,343,0,1,0
FMY531703403,28-05-2022,789703,25891403,245,31-05-2022,30-05-2022,245,1,1,1
FMY530503603,28-05-2022,789503,25891403,360,30-05-2022,30-05-2022,360,1,1,1
FMY531122403,28-05-2022,789122,25891403,481,31-05-2022,02-06-2022,433,0,0,0
FMY530101502,28-05-2022,789101,25891403,349,30-05-2022,30-05-2022,349,1,1,1
FMY529121403,28-05-2022,789121,25891403,413,29-05-2022,28-05-2022,413,1,1,1
FMY531301502,28-05-2022,789301,25891403,211,31-05-2022,31-05-2022,211,1,1,1
FMY531103403,28-05-2022,789103,25891403,425,31-05-2022,31-05-2022,340,0,1,0
FMY531220603,28-05-2022,789220,25891403,327,31-05-2022,31-05-2022,327,1,1,1
FMY531622403,28-05-2022,789622,25891403,285,31-05-2022,03-06-2022,285,1,0,0
FMY529622503,28-05-2022,789622,25891503,168,29-05-2022,29-05-2022,160,0,1,0
FMY531720503,28-05-2022,789720,25891503,170,31-05-2022,31-05-2022,170,1,1,1
FMY529503503,28-05-2022,789503,25891503,167,29-05-2022,29-05-2022,167,1,1,1
FMY530521503,28-05-2022,789521,25891503,182,30-05-2022,29-05-2022,182,1,1,1
FMY530321503,28-05-2022,789321,25891503,179,30-05-2022,30-05-2022,170,0,1,0
FMY529221503,28-05-2022,789221,25891503,160,29-05-2022,29-05-2022,160,1,1,1
FMY530703503,28-05-2022,789703,25891503,174,30-05-2022,30-05-2022,174,1,1,1
FMY529201503,28-05-2022,789201,25891503,216,29-05-2022,30-05-2022,216,1,0,0
FMY529501503,28-05-2022,789501,25891503,208,29-05-2022,29-05-2022,166,0,1,0
FMY530721503,28-05-2022,789721,25891503,247,30-05-2022,02-06-2022,247,1,0,0
FMY530402503,28-05-2022,789402,25891503,163,30-05-2022,30-05-2022,163,1,1,1
FMY531402503,28-05-2022,789402,25891503,225,31-05-2022,31-05-2022,225,1,1,1
FMY531621601,28-05-2022,789621,25891503,135,31-05-2022,31-05-2022,135,1,1,1
FMY529303603,28-05-2022,789303,25891503,110,29-05-2022,29-05-2022,99,0,1,0
FMY529601503,28-05-2022,789601,25891503,230,29-05-2022,29-05-2022,184,0,1,0
FMY529702503,28-05-2022,789702,25891503,236,29-05-2022,28-05-2022,224,0,1,0
FMY530702503,28-05-2022,789702,25891503,126,30-05-2022,30-05-2022,113,0,1,0
FMY530703503,28-05-2022,789703,25891103,442,30-05-2022,30-05-2022,354,0,1,0
FMY529702103,28-05-2022,789702,25891103,372,29-05-2022,29-05-2022,372,1,1,1
FMY531702201,28-05-2022,789702,25891103,432,31-05-2022,31-05-2022,410,0,1,0
FMY531601502,28-05-2022,789601,25891103,329,31-05-2022,30-05-2022,263,0,1,0
FMY530520103,28-05-2022,789520,25891103,371,30-05-2022,31-05-2022,352,0,0,0
FMY531621103,28-05-2022,789621,25891103,379,31-05-2022,03-06-2022,341,0,0,0
FMY530402503,28-05-2022,789402,25891103,469,30-05-2022,30-05-2022,469,1,1,1
FMY529121103,28-05-2022,789121,25891103,318,29-05-2022,31-05-2022,286,0,0,0
FMY531121202,28-05-2022,789121,25891103,380,31-05-2022,02-06-2022,380,1,0,0
FMY530720602,28-05-2022,789720,25891103,460,30-05-2022,30-05-2022,460,1,1,1
FMY529221503,28-05-2022,789221,25891103,484,29-05-2022,29-05-2022,484,1,1,1
FMY530522103,28-05-2022,789522,25891103,380,30-05-2022,02-06-2022,380,1,0,0
FMY529622503,28-05-2022,789622,25891103,400,29-05-2022,29-05-2022,380,0,1,0
FMY530622103,28-05-2022,789622,25891103,363,30-05-2022,30-05-2022,363,1,1,1
FMY529220601,28-05-2022,789220,25891103,411,29-05-2022,29-05-2022,411,1,1,1
FMY531220603,28-05-2022,789220,25891103,405,31-05-2022,31-05-2022,405,1,1,1
FMY529101103,28-05-2022,789101,25891103,419,29-05-2022,29-05-2022,419,1,1,1
FMY531102103,28-05-2022,789102,25891103,490,31-05-2022,31-05-2022,490,1,1,1
FMY530601601,28-05-2022,789601,25891601,198,30-05-2022,30-05-2022,158,0,1,0
FMY531902601,28-05-2022,789902,25891601,94,31-05-2022,31-05-2022,94,1,1,1
FMY530103603,28-05-2022,789103,25891601,70,30-05-2022,30-05-2022,63,0,1,0
FMY530303601,28-05-2022,789303,25891601,131,30-05-2022,30-05-2022,105,0,1,0
FMY529220601,28-05-2022,789220,25891601,179,29-05-2022,29-05-2022,170,0,1,0
FMY530220601,28-05-2022,789220,25891601,82,30-05-2022,30-05-2022,82,1,1,1
FMY530720602,28-05-2022,789720,25891601,161,30-05-2022,30-05-2022,161,1,1,1
FMY530122601,28-05-2022,789122,25891601,125,30-05-2022,01-06-2022,119,0,0,0
FMY531621601,28-05-2022,789621,25891601,108,31-05-2022,31-05-2022,103,0,1,0
FMY529102603,28-05-2022,789102,25891601,108,29-05-2022,29-05-2022,108,1,1,1
FMY530102601,28-05-2022,789102,25891601,187,30-05-2022,30-05-2022,187,1,1,1
FMY530501601,28-05-2022,789501,25891601,136,30-05-2022,30-05-2022,122,0,1,0
FMY531501602,28-05-2022,789501,25891601,96,31-05-2022,31-05-2022,91,0,1,0
FMY529402403,28-05-2022,789402,25891402,314,29-05-2022,29-05-2022,314,1,1,1
FMY530420402,28-05-2022,789420,25891402,269,30-05-2022,30-05-2022,269,1,1,1
FMY529303603,28-05-2022,789303,25891402,256,29-05-2022,29-05-2022,256,1,1,1
FMY530603501,28-05-2022,789603,25891402,389,30-05-2022,30-05-2022,389,1,1,1
FMY531603502,28-05-2022,789603,25891402,407,31-05-2022,31-05-2022,407,1,1,1
FMY529301603,28-05-2022,789301,25891402,291,29-05-2022,29-05-2022,291,1,1,1
FMY530301602,28-05-2022,789301,25891402,206,30-05-2022,30-05-2022,206,1,1,1
FMY531301502,28-05-2022,789301,25891402,231,31-05-2022,31-05-2022,231,1,1,1
FMY529721402,28-05-2022,789721,25891402,232,29-05-2022,31-05-2022,232,1,0,0
FMY529503503,28-05-2022,789503,25891402,286,29-05-2022,29-05-2022,286,1,1,1
FMY531422403,28-05-2022,789422,25891402,252,31-05-2022,02-06-2022,252,1,0,0
FMY529203403,28-05-2022,789203,25891402,372,29-05-2022,29-05-2022,372,1,1,1
FMY531902601,28-05-2022,789902,25891402,482,31-05-2022,31-05-2022,482,1,1,1
FMY531403403,28-05-2022,789403,25891402,228,31-05-2022,31-05-2022,182,0,1,0
FMY529521402,28-05-2022,789521,25891402,428,29-05-2022,28-05-2022,428,1,1,1
FMY530521603,28-05-2022,789521,25891402,278,30-05-2022,01-06-2022,278,1,0,0
FMY529522402,28-05-2022,789522,25891402,204,29-05-2022,01-06-2022,204,1,0,0
FMY531522402,28-05-2022,789522,25891402,360,31-05-2022,31-05-2022,360,1,1,1
FMY531101502,28-05-2022,789101,25891402,305,31-05-2022,31-05-2022,305,1,1,1
FMY529122402,28-05-2022,789122,25891402,442,29-05-2022,01-06-2022,420,0,0,0
FMY529621402,28-05-2022,789621,25891402,362,29-05-2022,28-05-2022,362,1,1,1
FMY530621603,28-05-2022,789621,25891402,232,30-05-2022,30-05-2022,232,1,1,1
FMY531621601,28-05-2022,789621,25891402,209,31-05-2022,31-05-2022,209,1,1,1
FMY531622502,28-05-2022,789622,25891402,487,31-05-2022,31-05-2022,487,1,1,1
FMY531202402,28-05-2022,789202,25891402,446,31-05-2022,03-06-2022,446,1,0,0
FMY530303601,28-05-2022,789303,25891201,110,30-05-2022,30-05-2022,110,1,1,1
FMY531303401,28-05-2022,789303,25891201,443,31-05-2022,31-05-2022,443,1,1,1
FMY529603303,28-05-2022,789603,25891201,240,29-05-2022,29-05-2022,240,1,1,1
FMY531122403,28-05-2022,789122,25891201,193,31-05-2022,02-06-2022,183,0,0,0
